Subject info,Project,Project 1,,,,,
,First Name,,,,,,
,Last Name,Kehlin trial,,,,,
,Sex,Male,,,,,
,Date of birth,,,,,,
,,,,,,,
Record info,Name,Homer Technique,,,,,
,Date Measured,6/15/2018 10:51,,,,,
,Number of periods,1,,,,,
,,,,,,,
Analyzed Signal,"Time, s",,"TIB.ANT. RT, uV","PERONEUS RT, uV","LAT. GASTRO RT, uV","MED. GASTRO RT, uV","Homer Technique, phases"
,136.764,,-1.2399,1.33993,-3.5214,-14.0013,1
,136.7647,,1.16696,15.685,-2.59578,-8.52869,1
,136.7653,,2.6986,34.6016,-38.3129,1.56359,1
,136.766,,0.875223,29.3996,-91.4156,7.39153,1
,136.7667,,0.875223,9.53712,-85.2985,4.904,1
,136.7673,,2.6986,-0.788192,-30.9884,0.0710725,1
,136.768,,0.875223,-3.54686,-5.9562,-4.54864,1
,136.7687,,-1.89632,1.02465,-10.8459,-4.26435,1
,136.7693,,-1.53164,19.9413,-12.3551,0.923942,1
,136.77,,0.291741,40.4343,-17.8485,1.2793,1
,136.7707,,1.16696,49.262,-23.6638,-4.26435,1
,136.7713,,0.583482,53.8335,-17.2448,-4.54864,1
,136.772,,0,57.1439,-11.4496,-1.20823,1
,136.7727,,0.291741,51.3901,-9.31663,-0.56858,1
,136.7733,,-0.656417,36.7298,-6.25804,-1.49252,1
,136.774,,-3.42796,11.9805,-9.31663,-1.49252,1
,136.7747,,-3.7197,-23.094,-7.78733,-1.49252,1
,136.7753,,-1.53164,-44.7693,0.462813,-5.75687,1
,136.776,,-1.2399,-29.1631,-0.462813,-9.73693,1
,136.7767,,-1.2399,-0.472915,1.97199,-4.26435,1
,136.7773,,-1.53164,19.626,12.9588,2.48754,1
,136.778,,-5.25134,47.6856,12.3551,3.98006,1
,136.7787,,-10.138,60.8484,14.1862,10.4476,1
,136.7793,,-8.60636,21.2024,27.306,12.2245,1
,136.78,,2.11512,-47.7644,31.8939,-5.47258,1
,136.7807,,13.0554,-123.51,41.0495,-16.1334,1
,136.7813,,15.5352,-177.816,44.3898,-13.0773,1
,136.782,,7.00178,-120.751,0.140856,-33.2619,1
,136.7827,,-4.01144,28.769,-40.7477,-53.3754,1
,136.7833,,-7.94994,117.598,-29.4591,-22.2457,1
,136.784,,-5.83482,134.702,-31.8939,18.621,1
,136.7847,,-1.53164,166.466,-70.9513,23.2407,1
,136.7853,,5.1784,159.451,-76.4446,24.4489,1
,136.786,,10.6485,68.8092,-32.4975,34.8255,1
,136.7867,,16.4104,-35.6263,29.7408,26.8654,1
,136.7873,,29.9035,-129.579,72.7824,22.3167,1
,136.788,,45.7304,-190.664,55.3766,38.5213,1
,136.7887,,52.4404,-158.584,6.25804,37.242,1
,136.7893,,41.5002,-67.9422,-26.0986,13.7881,1
,136.79,,12.1802,1.97048,-55.6985,6.75188,1
,136.7907,,-9.48158,29.7148,-70.9513,23.2407,1
,136.7913,,-11.5967,5.28089,-35.8579,37.242,1
,136.792,,-21.0783,-28.8478,5.33241,21.6771,1
,136.7927,,-42.7401,4.72915,8.99467,-22.53,1
,136.7933,,-65.0582,57.1439,1.36832,-59.4876,1
,136.794,,-92.4819,53.5182,-1.06648,-66.8081,1
,136.7947,,-93.7218,37.045,0.140856,-66.5238,1
,136.7953,,-40.0415,29.7148,13.2807,-65.8842,1
,136.796,,22.2453,0.0788192,23.04,-54.2994,1
,136.7967,,46.0221,-17.5767,14.1862,-38.7345,1
,136.7973,,28.3718,-1.73402,7.16354,-25.3018,1
,136.798,,3.9385,4.72915,16.0174,-6.04116,1
,136.7987,,13.4201,2.52221,27.6078,6.11223,1
,136.7993,,3.35502,6.85727,29.7408,0.355362,1
,136.8,,-56.8166,1.97048,25.4748,-6.04116,1
,136.8007,,-38.8016,1.6552,25.7767,-1.49252,1
,136.8013,,68.9238,23.3305,28.2316,4.904,1
,136.802,,109.257,34.9169,23.3419,9.808,1
,136.8027,,79.937,25.4586,11.4496,11.3005,1
,136.8033,,10.9403,31.843,-9.9203,-2.41646,1
,136.804,,-125.157,56.5922,-38.6147,-22.53,1
,136.8047,,-106.267,59.0356,-55.3967,-20.6821,1
,136.8053,,177.306,26.9562,-52.64,3.05612,1
,136.806,,298.743,8.03956,-42.5788,8.59977,1
,136.8067,,-5.25134,41.3013,-27.0041,-16.7731,1
,136.8073,,-349.141,76.1394,-5.9562,-40.5824,1
,136.808,,-353.444,47.1339,13.2807,-42.7145,1
,136.8087,,-87.5952,-15.4486,26.0785,-29.8504,1
,136.8093,,163.813,-49.3408,29.1371,-10.3055,1
,136.81,,203.854,-54.2276,20.6052,3.98006,1
,136.8107,,95.764,-51.7842,9.61846,3.41148,1
,136.8113,,17.0668,-45.321,4.12507,-1.49252,1
,136.812,,-18.9632,-39.252,1.97199,-0.56858,1
,136.8127,,-59.5152,-34.3652,3.19945,1.84788,1
,136.8133,,-65.6417,-27.3503,6.86171,3.05612,1
,136.814,,-38.2181,-22.4635,13.5826,1.2793,1
,136.8147,,-24.725,-16.9461,26.4005,-3.6247,1
,136.8153,,-18.015,-9.06421,35.2342,-2.41646,1
,136.816,,-8.8981,-8.74893,28.8353,3.98006,1
,136.8167,,-10.138,-12.6899,14.4881,8.2444,1
,136.8173,,-11.5967,-7.25137,7.78733,12.2245,1
,136.818,,-6.78298,-2.0493,9.29651,17.7681,1
,136.8187,,-5.25134,-5.35971,2.89761,21.6771,1
,136.8193,,-5.83482,0.0788192,-18.7741,24.4489,1
,136.82,,-3.42796,13.5569,-31.592,28.1447,1
,136.8207,,-0.364676,13.2416,-20.6052,33.6173,1
,136.8213,,2.40686,2.83749,-5.35253,33.333,1
,136.822,,5.1784,-2.0493,4.12507,9.52371,1
,136.8227,,7.00178,-8.74893,10.8258,-26.2257,1
,136.8233,,7.87701,-14.2663,5.03058,-34.7544,1
,136.824,,6.71004,-6.62081,-3.5214,-13.717,1
,136.8247,,3.64676,-2.60103,10.524,2.77183,1
,136.8253,,-1.53164,-12.0593,26.0785,4.904,1
,136.826,,-5.54308,-12.3746,14.7899,5.25936,1
,136.8267,,-4.30318,-1.73402,-1.69027,5.54365,1
,136.8273,,-1.2399,-2.0493,-2.29394,3.98006,1
,136.828,,-0.656417,-12.3746,3.19945,2.48754,1
,136.8287,,1.16696,-20.6506,6.25804,-0.56858,1
,136.8293,,5.47014,-24.5916,6.86171,-1.20823,1
,136.83,,5.76188,-16.9461,5.03058,0.923942,1
,136.8307,,1.82338,1.97048,4.72874,-1.20823,1
,136.8313,,1.16696,10.1677,8.99467,-1.49252,1
,136.832,,1.4587,3.15277,13.8844,5.82794,1
,136.8327,,1.4587,-1.10347,13.5826,7.67582,1
,136.8333,,5.1784,2.28576,12.3551,3.98006,1
,136.834,,7.87701,3.46805,18.7741,18.621,1
,136.8347,,4.81373,-2.0493,24.5693,32.409,1
,136.8353,,7.58527,-6.62081,16.0174,11.3005,1
,136.836,,19.182,-1.10347,1.36832,-13.0773,1
,136.8367,,19.4737,5.59616,-5.65437,-12.1534,1
,136.8373,,8.53342,5.28089,-9.61846,-9.73693,1
,136.838,,0.875223,5.59616,-8.08917,-6.04116,1
,136.8387,,-2.4798,8.35484,-1.36832,11.0162,1
,136.8393,,1.16696,7.40901,-5.03058,15.6359,1
,136.84,,11.232,10.7982,-7.4855,8.2444,1
,136.8407,,14.2953,19.626,10.8258,11.9402,1
,136.8413,,13.0554,20.2565,29.4389,8.59977,1
,136.842,,15.2435,8.03956,30.3646,-1.49252,1
,136.8427,,10.3568,-6.93609,25.7767,11.0162,1
,136.8433,,2.11512,-16.0791,18.7741,32.0537,1
,136.844,,11.8884,-20.0201,9.9203,34.1858,1
,136.8447,,26.8402,-25.5374,2.29394,26.8654,1
,136.8453,,28.0071,-33.1829,-19.6796,23.525,1
,136.846,,20.7136,-42.0106,-54.793,32.0537,1
,136.8467,,0.291741,-45.321,-70.6494,36.9577,1
,136.8473,,-39.0933,-20.9659,-56.3022,10.7319,1
,136.848,,-68.705,29.7148,-25.495,-17.9813,1
,136.8487,,-63.5266,52.0207,7.78733,-12.5088,1
,136.8493,,-41.5731,38.2273,21.8126,-8.17333,1
,136.85,,-24.4333,46.1881,10.2221,-29.8504,1
,136.8507,,-10.138,66.0505,-2.29394,-38.7345,1
,136.8513,,-0.656417,46.8186,-3.19945,-30.7744,1
,136.852,,-4.30318,20.8871,0.462813,-25.5861,1
,136.8527,,-7.94994,17.1826,1.36832,-17.0574,1
,136.8533,,-0.948158,-4.17742,-2.29394,-9.45264,1
,136.854,,4.81373,-39.252,-5.03058,-6.9651,1
,136.8547,,7.87701,-42.3259,-0.462813,7.03617,1
,136.8553,,5.76188,-25.5374,4.72874,20.4689,1
,136.856,,-12.8366,-16.9461,3.80312,11.3005,1
,136.8567,,-25.3815,-10.2465,-1.36832,1.2793,1
,136.8573,,-22.6099,-2.60103,-7.4855,4.33542,1
,136.858,,-39.385,-0.472915,-7.78733,4.33542,1
,136.8587,,-47.335,-3.86214,-2.29394,-3.34041,1
,136.8593,,-12.2531,-11.1923,-0.462813,-9.45264,1
,136.86,,0.291741,-12.6899,0.764648,-8.81298,1
,136.8607,,-6.4183,-2.91631,7.78733,-1.77681,1
,136.8613,,18.5985,4.72915,7.46538,5.82794,1
,136.862,,0.291741,6.22672,-2.59578,9.16835,1
,136.8627,,-46.4598,5.28089,-6.86171,6.46759,1
,136.8633,,14.2953,4.96561,-7.78733,-2.13217,1
,136.864,,110.716,8.03956,-13.2807,-7.60475,1
,136.8647,,134.857,8.35484,-12.3551,0.0710725,1
,136.8653,,168.407,0.0788192,-7.18366,8.59977,1
,136.866,,155.279,-5.04443,-7.78733,4.904,1
,136.8667,,-19.8384,-0.788192,-3.82324,-0.852869,1
,136.8673,,-166.074,1.6552,5.03058,0.355362,1
,136.868,,-119.687,-1.10347,4.12507,-3.34041,1
,136.8687,,-18.9632,-2.60103,7.78733,-13.3616,1
,136.8693,,26.8402,-5.35971,30.6664,-11.2294,1
,136.87,,27.1319,-8.11838,51.1107,-1.49252,1
,136.8707,,-10.7215,-8.74893,58.1333,-5.11722,1
,136.8713,,-32.675,-8.43365,65.156,-10.9452,1
,136.872,,-3.42796,-3.54686,74.9153,-1.49252,1
,136.8727,,7.00178,3.46805,84.9966,8.88406,1
,136.8733,,-40.0415,2.28576,73.6879,7.67582,1
,136.874,,-93.1383,-1.73402,16.0174,6.75188,1
,136.8747,,-87.3035,-1.41875,-47.7704,10.4476,1
,136.8753,,-17.1398,-6.62081,-61.7956,5.82794,1
,136.876,,43.6153,-22.7788,-55.3967,-4.26435,1
,136.8767,,40.552,-42.0106,-59.3608,-7.88904,1
,136.8773,,11.5967,-52.0995,-32.4975,-12.793,1
,136.878,,-7.07472,-36.8086,31.2701,-27.1497,1
,136.8787,,-17.7233,5.91144,54.4711,-29.8504,1
,136.8793,,-13.493,48.3162,1.06648,-6.68081,1
,136.88,,-1.89632,68.8092,-65.7798,17.7681,1
,136.8807,,-5.25134,74.8783,-81.6362,18.9763,1
,136.8813,,-11.305,58.7203,-61.1919,3.05612,1
,136.882,,-6.12656,-4.80797,-45.3154,1.56359,1
,136.8827,,-4.01144,-85.6765,-23.3419,27.7893,1
,136.8833,,0.583482,-109.716,15.1119,46.126,1
,136.884,,23.1934,-74.6418,39.822,38.5213,1
,136.8847,,44.8552,-40.5131,56.3022,47.05,1
,136.8853,,48.2102,-26.4044,93.2266,71.1435,1
,136.886,,49.0854,-18.5225,111.538,61.4066,1
,136.8867,,46.0221,-14.5027,82.2399,42.4303,1
,136.8873,,18.5985,8.98539,40.1239,51.3143,1
,136.888,,-18.9632,60.5331,-16.943,44.2781,1
,136.8887,,-38.2181,84.3366,-105.743,10.4476,1
,136.8893,,-41.5731,60.8484,-159.167,-6.04116,1
,136.89,,-35.4465,34.9169,-129.547,-18.9053,1
,136.8907,,-28.4447,14.1875,-70.9513,-47.9028,1
,136.8913,,-33.6231,-18.2072,-34.9524,-64.3916,1
,136.892,,-43.6882,-37.4391,-20.0016,-60.6959,1
,136.8927,,-40.0415,-27.035,-19.6796,-52.7358,1
,136.8933,,-24.4333,-8.43365,-23.04,-40.8667,1
,136.894,,-7.94994,2.83749,-19.6796,-29.8504,1
,136.8947,,-11.5967,3.15277,-18.7741,-23.4539,1
,136.8953,,-39.0933,-1.10347,-21.8327,-17.3417,1
,136.896,,-50.69,2.83749,-21.5107,-13.3616,1
,136.8967,,-19.5466,7.40901,-18.4723,4.61971,1
,136.8973,,18.8902,2.83749,-13.5826,44.9178,1
,136.898,,29.5388,3.15277,-12.0533,74.8393,1
,136.8987,,31.4351,9.30067,-20.6052,74.1996,1
,136.8993,,41.1355,10.483,-28.2316,57.7108,1
,136.9,,29.5388,10.483,-19.3778,55.2944,1
,136.9007,,-6.78298,8.67011,-0.764648,82.1598,1
,136.9013,,-18.9632,1.6552,13.5826,66.2395,1
,136.902,,6.71004,-2.36458,22.7382,-57.6398,1
,136.9027,,26.5484,-2.36458,31.2701,-165.67,1
,136.9033,,15.5352,-6.30554,36.4616,-123.595,1
,136.904,,-1.53164,-12.6899,37.3872,-32.9065,1
,136.9047,,2.99035,-13.0052,42.8806,-17.9813,1
,136.9053,,11.5967,0.394096,41.955,-25.3018,1
,136.906,,7.58527,15.0545,7.78733,-5.75687,1
,136.9067,,11.8884,12.9263,-34.6506,-4.54864,1
,136.9073,,16.4104,6.22672,-36.1598,-24.3779,1
,136.908,,6.71004,3.78332,-12.3551,-21.9614,1
,136.9087,,12.4719,-9.06421,-2.59578,-0.56858,1
,136.9093,,12.4719,-15.1333,1.36832,9.52371,1
,136.91,,-6.12656,10.1677,6.86171,9.52371,1
,136.9107,,12.4719,28.769,4.12507,9.52371,1
,136.9113,,12.1802,12.2958,1.67015,-1.20823,1
,136.912,,-46.4598,0.0788192,5.63425,-17.9813,1
,136.9127,,-46.4598,8.35484,6.25804,-15.8492,1
,136.9133,,-34.4984,8.98539,6.25804,-3.6247,1
,136.914,,-70.8201,1.6552,9.61846,-3.90898,1
,136.9147,,44.1988,1.97048,6.25804,0.355362,1
,136.9153,,247.469,3.78332,-6.25804,15.9202,1
,136.916,,297.211,1.97048,-19.0759,17.7681,1
,136.9167,,341.191,-0.788192,-22.4364,11.0162,1
,136.9173,,373.501,-4.17742,-13.2807,25.0886,1
,136.918,,135.441,-9.06421,0.140856,52.2383,1
,136.9187,,-103.495,-16.9461,11.1276,64.1074,1
,136.9193,,-84.6049,-21.8329,12.3551,52.2383,1
,136.92,,-111.737,-10.8771,-2.29394,26.0125,1
,136.9207,,-218.514,9.53712,-16.0174,7.03617,1
,136.9213,,-202.104,18.4437,-7.4855,8.2444,1
,136.922,,-235.946,28.5326,12.9588,4.33542,1
,136.9227,,-341.264,52.336,27.306,-17.0574,1
,136.9233,,-272.559,54.7794,38.2927,-26.2257,1
,136.924,,-100.14,21.4388,36.7635,-11.8691,1
,136.9247,,30.1952,-14.5027,14.7899,-1.77681,1
,136.9253,,114.727,-36.4933,-6.86171,-1.49252,1
,136.926,,70.1637,-41.3801,-23.3419,5.54365,1
,136.9267,,-44.5634,-23.7246,-51.7345,6.75188,1
,136.9273,,-35.4465,-1.41875,-70.9513,-16.1334,1
,136.928,,28.9553,12.2958,-52.64,-43.6385,1
,136.9287,,9.40865,24.5128,-18.4723,-49.6796,1
,136.9293,,-25.0897,30.6607,0.140856,-49.3954,1
,136.93,,-21.0783,35.5475,-2.29394,-69.5799,1
,136.9307,,-18.3797,49.5773,-24.5693,-94.5974,1
,136.9313,,-11.9614,45.5575,-28.8353,-92.1099,1
,136.932,,6.05363,8.35484,34.0268,-72.565,1
,136.9327,,14.587,-22.7788,105.743,-57.3555,1
,136.9333,,12.7637,-27.3503,101.779,-25.0175,1
,136.934,,8.16875,-19.7048,67.5908,35.4652,1
,136.9347,,6.34537,2.83749,68.5165,64.4627,1
,136.9353,,14.0036,34.6016,60.5681,34.8255,1
,136.936,,16.7751,34.9169,20.2833,14.3566,1
,136.9367,,-5.25134,-16.3944,-2.29394,28.1447,1
,136.9373,,-36.9782,-73.4595,-5.65437,14.9963,1
,136.938,,-40.3332,-80.4744,-22.4364,-23.4539,1
,136.9387,,-7.94994,-50.2078,-34.6506,-19.8292,1
,136.9393,,24.0686,-35.6263,-8.69284,15.6359,1
,136.94,,26.5484,-39.252,37.9909,26.2968,1
,136.9407,,6.34537,-26.168,63.0231,18.3367,1
,136.9413,,-14.3682,2.28576,58.1333,22.3167,1
,136.942,,-15.6081,13.8722,48.0521,25.0886,1
,136.9427,,14.2953,3.78332,27.9096,13.1484,1
,136.9433,,64.3289,-3.86214,-22.4364,8.59977,1
,136.944,,154.112,6.54199,-65.7798,32.409,1
,136.9447,,314.643,18.4437,-48.0722,89.1249,1
,136.9453,,411.938,12.9263,8.69284,150.816,1
,136.946,,298.743,3.78332,37.9909,148.684,1
,136.9467,,175.482,1.97048,21.5107,81.8044,1
,136.9473,,245.646,-7.48782,-5.65437,55.2944,1
,136.948,,245.062,-22.7788,-17.5467,112.934,1
,136.9487,,-39.0933,-38.3061,-20.9071,167.305,1
,136.9493,,-362.269,-59.6661,-21.5107,143.14,1
,136.95,,-498.731,-64.0012,-19.6796,63.1834,1
,136.9507,,-454.751,-21.5176,-34.3287,1.2793,1
,136.9513,,-291.814,37.9909,-64.2505,-24.3779,1
,136.952,,-132.159,69.3609,-73.708,-80.2408,1
,136.9527,,-7.94994,75.8241,-56.0004,-172.706,1
,136.9533,,145.506,82.2084,-37.9909,-209.308,1
,136.954,,226.683,92.2973,-25.7968,-185.215,1
,136.9547,,178.837,81.8932,-15.7155,-170.574,1
,136.9553,,113.779,31.5277,-9.61846,-157.141,1
,136.956,,-7.94994,-26.4044,0.462813,-119.615,1
,136.9567,,-158.124,-48.0797,15.1119,-84.7894,1
,136.9573,,-95.5452,-39.252,20.2833,-61.6198,1
,136.958,,83.2921,-25.2221,16.943,-49.3954,1
,136.9587,,70.1637,-15.4486,16.3192,-48.4714,1
,136.9593,,-68.9967,-15.1333,16.621,-36.8866,1
,136.96,,-145.943,-15.4486,14.1862,-28.0736,1
,136.9607,,-147.767,6.54199,3.80312,-50.6036,1
,136.9613,,-76.9467,37.6756,-17.8485,-66.8081,1
,136.962,,0.583482,41.6165,-34.3287,-50.035,1
,136.9627,,-10.4297,28.769,-25.173,-35.9627,1
,136.9633,,-41.8648,27.5867,3.50128,-26.51,1
,136.964,,-29.6117,11.1135,41.6532,0.0710725,1
,136.9647,,-22.9017,-36.8086,70.3476,21.6771,1
,136.9653,,-21.7347,-61.2425,62.7011,38.1659,1
,136.966,,-3.42796,-50.8384,23.3419,64.1074,1
,136.9667,,1.16696,-56.671,-30.0627,65.6709,1
,136.9673,,-3.06328,-61.8731,-91.4156,48.2582,1
,136.968,,4.52199,-29.1631,-118.561,55.8629,1
,136.9687,,8.16875,-1.73402,-75.5391,25.6572,1
,136.9693,,-2.18806,4.72915,-16.0174,-85.4291,1
,136.97,,-42.1566,27.2714,-0.764648,-139.728,1
,136.9707,,-123.334,43.1141,-4.42691,-71.0724,1
,136.9713,,-170.96,23.6458,1.97199,-15.2095,1
,136.972,,-111.445,8.03956,4.42691,-17.0574,1
,136.9727,,-14.66,12.9263,-2.29394,8.88406,1
,136.9733,,40.552,11.1135,-6.25804,43.0699,1
,136.974,,62.5055,4.72915,-5.03058,24.7332,1
,136.9747,,13.0554,5.28089,-5.03058,-6.9651,1
,136.9753,,-90.9502,2.83749,-7.78733,-13.0773,1
,136.976,,-57.6918,-3.54686,-4.12507,-5.75687,1
,136.9767,,126.324,-8.11838,5.9562,4.904,1
,136.9773,,202.614,-9.93122,9.9203,13.4327,1
,136.978,,106.485,-8.43365,8.391,18.3367,1
,136.9787,,13.0554,-9.06421,6.86171,22.0325,1
,136.9793,,-3.06328,-14.5027,1.97199,16.4888,1
,136.98,,50.6171,-17.2614,1.36832,11.3005,1
,136.9807,,144.922,-14.818,10.8258,19.5449,1
,136.9813,,194.372,-9.61594,14.1862,23.8093,1
,136.982,,194.372,-3.86214,8.08917,16.8442,1
,136.9827,,151.924,-1.10347,3.80312,14.9963,1
,136.9833,,-2.4798,1.97048,4.12507,14.9963,1
,136.984,,-148.934,5.59616,12.0533,13.4327,1
,136.9847,,-98.9002,1.02465,19.6796,19.5449,1
,136.9853,,13.7118,-4.49269,6.55987,13.1484,1
,136.986,,8.16875,0.0788192,-16.0174,-4.83293,1
,136.9867,,-19.2549,1.02465,-21.5107,8.2444,1
,136.9873,,8.16875,-9.06421,-4.42691,36.0337,1
,136.988,,27.4237,-9.61594,21.8126,23.2407,1
,136.9887,,31.4351,-0.788192,38.8964,4.61971,1
,136.9893,,35.9571,-1.10347,53.5455,25.3729,1
,136.99,,26.8402,-2.60103,80.7106,28.7133,1
,136.9907,,17.6503,15.0545,91.3955,-9.09727,1
,136.9913,,17.0668,34.2864,79.8051,-18.9053,1
,136.992,,11.8884,24.1975,102.382,12.5798,1
,136.9927,,8.16875,4.0986,126.791,32.409,1
,136.9933,,22.8287,4.72915,67.289,39.0898,1
,136.994,,49.7418,-8.11838,-10.524,63.5388,1
,136.9947,,55.212,-58.1686,-5.35253,95.8767,1
,136.9953,,30.4869,-79.2133,27.306,106.538,1
,136.996,,7.58527,-43.8235,31.2701,116.63,1
,136.9967,,-13.493,-17.5767,36.7635,171.569,1
,136.9973,,-43.3965,-12.6899,30.9682,195.662,1
,136.998,,-48.5749,24.5128,-11.4496,55.8629,1
,136.9987,,-25.6732,79.765,-45.0136,-152.521,1
,136.9993,,-19.2549,99.9428,-33.4231,-201.419,1
,137,,-31.7998,81.2626,-12.3551,-108.883,1
,137.0007,,-25.0897,37.045,-30.9884,-50.3193,1
,137.0013,,-1.53164,-19.7048,-73.1043,-46.0549,1
,137.002,,-14.3682,-53.2818,-81.6362,-39.3031,1
,137.0027,,-63.5266,-48.0797,-55.3967,-38.0948,1
,137.0033,,-72.06,-31.9218,-40.7477,-39.0188,1
,137.004,,-22.0264,-23.7246,-37.0854,-25.0175,1
,137.0047,,21.0054,-17.2614,-27.0041,-14.9252,1
,137.0053,,15.8269,-10.2465,-24.8712,-15.8492,1
,137.006,,-14.0765,-3.54686,-30.6664,-13.717,1
,137.0067,,14.0036,-0.157638,-27.9298,-9.73693,1
,137.0073,,83.8755,1.02465,-23.6638,-11.8691,1
,137.008,,6.34537,6.22672,-27.6279,-15.4938,1
,137.0087,,-187.735,11.1135,-25.173,-15.2095,1
,137.0093,,-177.379,4.72915,-11.4496,-9.45264,1
,137.01,,26.1838,-5.67498,-0.160978,-4.26435,1
,137.0107,,102.474,-7.8031,7.78733,-1.49252,1
,137.0113,,22.2453,-6.30554,18.7741,-0.28429,1
,137.012,,-57.1083,-5.67498,26.0785,0.355362,1
,137.0127,,-94.3053,-4.17742,25.173,0.0710725,1
,137.0133,,-56.8166,-2.60103,26.7023,0.639652,1
,137.014,,27.4237,-3.23159,10.8258,4.61971,1
,137.0147,,51.857,-6.30554,-48.9777,6.75188,1
,137.0153,,40.8437,-9.93122,-102.402,3.05612,1
,137.016,,45.7304,-11.5076,-84.6948,4.904,1
,137.0167,,23.1934,-8.74893,-30.9884,16.8442,1
,137.0173,,-5.25134,-3.23159,-3.5214,18.621,1
,137.018,,3.9385,0.0788192,4.42691,8.59977,1
,137.0187,,6.71004,-0.788192,9.61846,0.923942,1
,137.0193,,1.16696,-1.41875,8.08917,-4.54864,1
,137.02,,7.58527,-3.54686,5.03058,-6.9651,1
,137.0207,,-3.42796,-10.5618,-1.06648,-2.13217,1
,137.0213,,-7.94994,-8.11838,-13.2807,3.98006,1
,137.022,,9.40865,9.8524,-16.0174,9.52371,1
,137.0227,,3.9385,23.3305,-7.78733,15.6359,1
,137.0233,,2.11512,20.5718,-4.12507,14.3566,1
,137.024,,19.182,10.1677,-5.9562,2.20325,1
,137.0247,,3.9385,-2.91631,-13.2807,-15.2095,1
,137.0253,,-7.94994,-12.3746,-24.5693,-19.8292,1
,137.026,,2.99035,-16.3944,-16.0174,0.355362,1
,137.0267,,-19.2549,-24.2763,3.19945,14.9963,1
,137.0273,,-21.7347,-26.7197,6.86171,5.54365,1
,137.028,,9.40865,-10.2465,13.2807,12.2245,1
,137.0287,,-30.8516,2.83749,33.725,36.6734,1
,137.0293,,-50.9817,0.394096,32.1957,19.2606,1
,137.03,,99.119,9.30067,6.55987,-27.434,1
,137.0307,,328.063,35.7839,-9.61846,-41.151,1
,137.0313,,421.42,50.4443,-12.3551,-28.9265,1
,137.032,,168.699,42.8776,-10.8459,-24.0936,1
,137.0327,,-319.529,30.3454,-5.03058,-20.1135,1
,137.0333,,-473.058,28.2173,-3.82324,-14.2856,1
,137.034,,-148.059,33.1041,-6.25804,-11.5848,1
,137.0347,,46.6786,25.4586,-1.99211,-4.26435,1
,137.0353,,-147.11,1.97048,5.03058,4.904,1
,137.036,,-297.576,-12.3746,7.46538,11.3005,1
,137.0367,,-111.445,-11.1923,12.0533,24.1646,1
,137.0373,,199.843,-16.7097,20.2833,33.333,1
,137.038,,252.064,-27.3503,19.9815,26.2968,1
,137.0387,,44.4905,-25.8527,10.2221,16.4888,1
,137.0393,,-20.7865,-19.1531,4.12507,12.8641,1
,137.04,,86.3553,-14.2663,7.78733,8.2444,1
,137.0407,,36.9052,-4.80797,12.3551,6.46759,1
,137.0413,,-78.7701,2.83749,10.524,9.52371,1
,137.042,,-28.7365,1.02465,4.42691,9.16835,1
,137.0427,,33.2585,-1.73402,-0.764648,8.59977,1
,137.0433,,1.82338,0.0788192,-1.69027,9.52371,1
,137.044,,-15.8999,1.97048,-1.06648,6.75188,1
,137.0447,,-19.8384,1.6552,-1.69027,9.52371,1
,137.0453,,-29.6117,3.46805,5.9562,19.2606,1
,137.046,,-7.36646,5.91144,29.4389,14.712,1
,137.0467,,8.53342,4.72915,51.7143,-1.49252,1
,137.0473,,-2.77154,2.52221,58.4352,-9.73693,1
,137.048,,-5.25134,2.83749,59.9645,-11.2294,1
,137.0487,,-4.01144,2.28576,58.4352,-9.09727,1
,137.0493,,-7.07472,-1.41875,50.8088,-2.98504,1
,137.05,,-3.42796,-1.73402,43.4843,-2.41646,1
,137.0507,,-2.4798,-2.36458,24.2474,-6.04116,1
,137.0513,,-3.42796,-5.04443,-30.0627,-3.6247,1
,137.052,,-0.656417,-3.54686,-84.0911,0.355362,1
,137.0527,,-0.656417,1.33993,-82.26,2.20325,1
,137.0533,,-2.18806,7.40901,-46.5429,1.84788,1
,137.054,,-0.948158,15.685,-26.0986,-1.20823,1
,137.0547,,2.11512,14.1875,-17.5467,3.41148,1
,137.0553,,4.23024,5.59616,-7.18366,11.9402,1
,137.056,,1.16696,9.8524,-9.31663,5.82794,1
,137.0567,,2.6986,15.685,-20.0016,-5.11722,1
,137.0573,,10.6485,1.97048,-19.6796,-2.41646,1
,137.058,,5.76188,-8.11838,-9.61846,-2.41646,1
,137.0587,,0.291741,1.02465,-1.36832,-10.6609,1
,137.0593,,-2.4798,2.83749,3.19945,-7.88904,1
,137.06,,-12.2531,-9.06421,6.86171,-2.41646,1
,137.0607,,22.2453,-14.818,11.1276,-6.9651,1
,137.0613,,62.7972,-10.5618,17.2448,-6.04116,1
,137.062,,-30.8516,-3.23159,17.8485,4.904,1
,137.0627,,-141.64,1.97048,6.86171,5.25936,1
,137.0633,,-13.493,-0.472915,-7.78733,-7.88904,1
,137.064,,244.698,-4.80797,-14.1862,-19.4739,1
,137.0647,,340.826,1.6552,-12.9789,-22.53,1
,137.0653,,194.081,15.3697,-8.391,-17.9813,1
,137.066,,-90.3668,19.9413,-3.19945,-4.26435,1
,137.0667,,-265.849,9.53712,-1.06648,8.59977,1
,137.0673,,-168.189,-4.49269,0.462813,11.3005,1
,137.068,,-16.848,-13.0052,5.33241,10.7319,1
